occupation_id,onet_task_id,task_cluster_id,mapping_confidence,notes
occ_13_1071_00,18873,cluster_coordination,0.92,manual_review_hr_specialists
occ_13_1071_00,18874,cluster_qa_review,0.92,manual_review_hr_specialists
occ_13_1071_00,18875,cluster_qa_review,0.92,manual_review_hr_specialists
occ_13_1071_00,18876,cluster_qa_review,0.92,manual_review_hr_specialists
occ_13_1071_00,21097,cluster_workflow_admin,0.92,manual_review_hr_specialists
occ_13_2011_00,21505,cluster_documentation,0.92,manual_review_accountants
occ_13_2011_00,21506,cluster_decision_support,0.92,manual_review_accountants
occ_13_2011_00,21507,cluster_analysis,0.92,manual_review_accountants
occ_13_2011_00,21508,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21509,cluster_oversight_strategy,0.92,manual_review_accountants
occ_13_2011_00,21510,cluster_client_interaction,0.92,manual_review_accountants
occ_13_2011_00,21511,cluster_decision_support,0.92,manual_review_accountants
occ_13_2011_00,21512,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21513,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21514,cluster_analysis,0.92,manual_review_accountants
occ_13_2011_00,21515,cluster_execution_routine,0.92,manual_review_accountants
occ_13_2011_00,21516,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21517,cluster_workflow_admin,0.92,manual_review_accountants
occ_13_2011_00,21518,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21519,cluster_decision_support,0.92,manual_review_accountants
occ_13_2011_00,21520,cluster_decision_support,0.92,manual_review_accountants
occ_13_2011_00,21521,cluster_workflow_admin,0.92,manual_review_accountants
occ_13_2011_00,21522,cluster_analysis,0.92,manual_review_accountants
occ_13_2011_00,21523,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21524,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21525,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21526,cluster_execution_routine,0.92,manual_review_accountants
occ_13_2011_00,21527,cluster_client_interaction,0.92,manual_review_accountants
occ_13_2011_00,21529,cluster_oversight_strategy,0.92,manual_review_accountants
occ_13_2011_00,21530,cluster_qa_review,0.92,manual_review_accountants
occ_13_2011_00,21531,cluster_analysis,0.92,manual_review_accountants
occ_13_2011_00,21532,cluster_documentation,0.92,manual_review_accountants
occ_13_2011_00,21533,cluster_execution_routine,0.92,manual_review_accountants
occ_13_2011_00,21534,cluster_analysis,0.92,manual_review_accountants
occ_23_1011_00,20877,cluster_drafting,0.92,manual_review_lawyers
occ_23_1011_00,23992,cluster_relationship_management,0.92,manual_review_lawyers
occ_23_1011_00,3773,cluster_client_interaction,0.92,manual_review_lawyers
occ_23_1011_00,3774,cluster_analysis,0.92,manual_review_lawyers
occ_23_1011_00,3775,cluster_analysis,0.92,manual_review_lawyers
occ_23_1011_00,3776,cluster_client_interaction,0.92,manual_review_lawyers
occ_23_1011_00,3777,cluster_decision_support,0.92,manual_review_lawyers
occ_23_1011_00,3778,cluster_research_synthesis,0.92,manual_review_lawyers
occ_23_1011_00,3779,cluster_client_interaction,0.92,manual_review_lawyers
occ_23_1011_00,3780,cluster_analysis,0.92,manual_review_lawyers
occ_23_1011_00,3781,cluster_client_interaction,0.92,manual_review_lawyers
occ_23_1011_00,3782,cluster_client_interaction,0.92,manual_review_lawyers
occ_23_1011_00,3783,cluster_research_synthesis,0.92,manual_review_lawyers
occ_23_1011_00,3785,cluster_drafting,0.92,manual_review_lawyers
occ_23_1011_00,3786,cluster_relationship_management,0.92,manual_review_lawyers
occ_23_1011_00,3787,cluster_coordination,0.92,manual_review_lawyers
occ_23_1011_00,3788,cluster_research_synthesis,0.92,manual_review_lawyers
occ_23_1011_00,3789,cluster_oversight_strategy,0.92,manual_review_lawyers
occ_23_1011_00,3790,cluster_workflow_admin,0.92,manual_review_lawyers
occ_23_1011_00,3791,cluster_relationship_management,0.92,manual_review_lawyers
occ_23_1011_00,3792,cluster_client_interaction,0.92,manual_review_lawyers
occ_23_1011_00,3793,cluster_oversight_strategy,0.92,manual_review_lawyers
occ_27_3023_00,22623,cluster_drafting,0.92,manual_review_content_task_pressure
occ_27_3023_00,22624,cluster_coordination,0.92,manual_review_content_task_pressure
occ_27_3023_00,22625,cluster_oversight_strategy,0.92,manual_review_content_task_pressure
occ_27_3023_00,22626,cluster_analysis,0.92,manual_review_content_task_pressure
occ_27_3023_00,22627,cluster_research_synthesis,0.92,manual_review_content_task_pressure
occ_27_3023_00,22628,cluster_research_synthesis,0.92,manual_review_content_task_pressure
occ_27_3023_00,22629,cluster_coordination,0.92,manual_review_content_task_pressure
occ_27_3023_00,22630,cluster_research_synthesis,0.92,manual_review_content_task_pressure
occ_27_3023_00,22631,cluster_drafting,0.92,manual_review_content_task_pressure
occ_27_3023_00,22632,cluster_client_interaction,0.92,manual_review_content_task_pressure
occ_27_3023_00,22633,cluster_relationship_management,0.92,manual_review_content_task_pressure
occ_27_3023_00,22634,cluster_drafting,0.92,manual_review_content_task_pressure
occ_27_3041_00,1776,cluster_drafting,0.92,manual_review_content_task_pressure
occ_27_3041_00,1777,cluster_qa_review,0.92,manual_review_content_task_pressure
occ_27_3041_00,1779,cluster_oversight_strategy,0.92,manual_review_content_task_pressure
occ_27_3041_00,1780,cluster_qa_review,0.92,manual_review_content_task_pressure
occ_27_3041_00,1781,cluster_qa_review,0.92,manual_review_content_task_pressure
occ_27_3041_00,1782,cluster_oversight_strategy,0.92,manual_review_content_task_pressure
occ_27_3041_00,1784,cluster_coordination,0.92,manual_review_content_task_pressure
occ_27_3041_00,1785,cluster_coordination,0.92,manual_review_content_task_pressure
occ_27_3041_00,1786,cluster_drafting,0.92,manual_review_content_task_pressure
occ_27_3041_00,1787,cluster_coordination,0.92,manual_review_content_task_pressure
occ_27_3042_00,20243,cluster_documentation,0.92,manual_review_content_task_pressure
occ_27_3042_00,3966,cluster_drafting,0.92,manual_review_content_task_pressure
occ_27_3042_00,3968,cluster_qa_review,0.92,manual_review_content_task_pressure
occ_27_3042_00,3969,cluster_client_interaction,0.92,manual_review_content_task_pressure
occ_27_3042_00,3970,cluster_qa_review,0.92,manual_review_content_task_pressure
occ_27_3042_00,3972,cluster_research_synthesis,0.92,manual_review_content_task_pressure
occ_27_3042_00,3973,cluster_client_interaction,0.92,manual_review_content_task_pressure
occ_27_3042_00,3974,cluster_research_synthesis,0.92,manual_review_content_task_pressure
occ_27_3042_00,3976,cluster_workflow_admin,0.92,manual_review_content_task_pressure
occ_27_1024_00,15229,cluster_research_synthesis,0.92,manual_review_content_task_pressure
occ_27_1024_00,23971,cluster_research_synthesis,0.92,manual_review_content_task_pressure
occ_27_1024_00,23972,cluster_drafting,0.92,manual_review_content_task_pressure
occ_27_1024_00,299,cluster_drafting,0.92,manual_review_content_task_pressure
occ_27_1024_00,300,cluster_drafting,0.92,manual_review_content_task_pressure
occ_27_1024_00,301,cluster_drafting,0.92,manual_review_content_task_pressure
occ_27_1024_00,303,cluster_drafting,0.92,manual_review_content_task_pressure
occ_27_1024_00,304,cluster_qa_review,0.92,manual_review_content_task_pressure
occ_27_1024_00,305,cluster_client_interaction,0.92,manual_review_content_task_pressure
occ_41_3011_00,4579,cluster_client_interaction,0.92,manual_review_content_task_pressure
occ_41_3011_00,4580,cluster_decision_support,0.92,manual_review_content_task_pressure
occ_41_3011_00,4581,cluster_relationship_management,0.92,manual_review_content_task_pressure
occ_41_3011_00,4583,cluster_qa_review,0.92,manual_review_content_task_pressure
occ_41_3011_00,4585,cluster_client_interaction,0.92,manual_review_content_task_pressure
occ_41_3011_00,4586,cluster_decision_support,0.92,manual_review_content_task_pressure
occ_41_3011_00,4587,cluster_decision_support,0.92,manual_review_content_task_pressure
occ_41_3011_00,4588,cluster_client_interaction,0.92,manual_review_content_task_pressure
occ_41_3011_00,4589,cluster_analysis,0.92,manual_review_content_task_pressure
occ_41_3011_00,4590,cluster_drafting,0.92,manual_review_content_task_pressure
occ_43_3031_00,18561,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2486,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2487,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2488,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2489,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2490,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2491,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2492,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2493,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2494,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2495,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2496,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2497,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2498,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2499,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2500,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2501,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2502,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2503,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2504,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2505,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2506,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2507,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2508,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2509,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2510,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2511,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_3031_00,2514,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_4051_00,18565,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_4051_00,2578,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_4051_00,2579,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_4051_00,2580,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_4051_00,2581,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_4051_00,2582,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_4051_00,2583,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_4051_00,2584,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_4051_00,2585,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_4051_00,2586,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_4051_00,2587,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_4051_00,2589,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_4051_00,2591,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2790,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2791,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2793,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2794,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2795,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2796,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2797,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2799,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2800,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2801,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2802,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2803,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2804,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2806,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2808,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2809,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2812,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2813,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,2814,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,20280,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,20281,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,20282,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,20283,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,20284,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,20285,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,20286,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,20287,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,20288,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,20289,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_6014_00,20290,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,825,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,826,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,827,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,828,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,829,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,830,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,831,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,832,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,833,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,834,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,835,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,836,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,837,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,838,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,839,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,840,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,841,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,842,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,843,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9061_00,844,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9111_00,9788,cluster_analysis,0.94,manual_review_statistical_assistants_task_reframe
occ_43_9111_00,9789,cluster_workflow_admin,0.94,manual_review_statistical_assistants_task_reframe
occ_43_9111_00,9790,cluster_analysis,0.94,manual_review_statistical_assistants_task_reframe
occ_43_9111_00,9791,cluster_documentation,0.94,manual_review_statistical_assistants_task_reframe
occ_43_9111_00,9792,cluster_qa_review,0.94,manual_review_statistical_assistants_task_reframe
occ_43_9111_00,9793,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9111_00,9794,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9111_00,9795,cluster_workflow_admin,0.94,manual_review_statistical_assistants_task_reframe
occ_43_9111_00,9796,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9111_00,9797,cluster_documentation,0.94,manual_review_statistical_assistants_task_reframe
occ_43_9111_00,9798,cluster_workflow_admin,0.94,manual_review_statistical_assistants_task_reframe
occ_43_9111_00,9799,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9111_00,9800,cluster_execution_routine,0.94,manual_review_support_cluster_stability
occ_43_9111_00,9801,cluster_execution_routine,0.94,manual_review_support_cluster_stability
