"occupation_id","onet_task_id","task_statement","task_type","importance","frequency","source_mix","notes"
"occ_11_2021_00","964","Consult with buying personnel to gain advice regarding the types of products or services expected to be in demand.","Supplemental","0.60","0.00","src_onet_30_1","onet_normalized"
"occ_11_2021_00","965","Conduct economic or commercial surveys to identify potential markets for products or services.","Supplemental","0.54","0.00","src_onet_30_1","onet_normalized"
"occ_11_2022_00","1","Resolve customer complaints regarding sales and service.","Core","0.84","1.00","src_onet_30_1","onet_normalized"
"occ_11_2022_00","10","Represent company at trade association meetings to promote products.","Core","0.58","0.00","src_onet_30_1","onet_normalized"
"occ_11_2022_00","11","Plan and direct staffing, training, and performance evaluations to develop and control sales and service programs.","Core","0.80","0.00","src_onet_30_1","onet_normalized"
"occ_11_2022_00","12","Visit franchised dealers to stimulate interest in establishment or expansion of leasing programs.","Core","0.62","0.00","src_onet_30_1","onet_normalized"
"occ_11_2022_00","13","Confer with potential customers regarding equipment needs, and advise customers on types of equipment to purchase.","Core","0.81","0.76","src_onet_30_1","onet_normalized"
"occ_11_2022_00","14","Oversee regional and local sales managers and their staffs.","Core","0.91","1.00","src_onet_30_1","onet_normalized"
"occ_11_2022_00","15","Direct clerical staff to keep records of export correspondence, bid requests, and credit collections, and to maintain current information on tariffs, licenses, and restrictions.","Core","0.50","0.00","src_onet_30_1","onet_normalized"
"occ_11_2022_00","16","Direct foreign sales and service outlets of an organization.","Supplemental","0.48","0.00","src_onet_30_1","onet_normalized"
"occ_11_2022_00","17","Assess marketing potential of new and existing store locations, considering statistics and expenditures.","Supplemental","0.56","0.00","src_onet_30_1","onet_normalized"
"occ_11_2022_00","2","Monitor customer preferences to determine focus of sales efforts.","Core","0.82","0.63","src_onet_30_1","onet_normalized"
"occ_11_2022_00","3","Direct and coordinate activities involving sales of manufactured products, services, commodities, real estate, or other subjects of sale.","Core","0.75","0.00","src_onet_30_1","onet_normalized"
"occ_11_2022_00","4","Determine price schedules and discount rates.","Core","0.74","0.00","src_onet_30_1","onet_normalized"
"occ_11_2022_00","5","Review operational records and reports to project sales and determine profitability.","Core","0.80","0.00","src_onet_30_1","onet_normalized"
"occ_11_2022_00","6","Direct, coordinate, and review sales and service accounting and record-keeping, as well as receiving and shipping.","Core","0.52","0.00","src_onet_30_1","onet_normalized"
"occ_11_2022_00","7","Confer or consult with department heads to plan advertising services and to secure information on equipment and customer specifications.","Core","0.63","0.00","src_onet_30_1","onet_normalized"
"occ_11_2022_00","8","Advise dealers and distributors on policies and operating procedures to ensure functional effectiveness of business.","Core","0.56","0.00","src_onet_30_1","onet_normalized"
"occ_11_2022_00","9","Prepare budgets and approve budget expenditures.","Core","0.68","0.00","src_onet_30_1","onet_normalized"
"occ_11_3021_00","15198","Provide users with technical support for computer problems.","Core","0.75","1.00","src_onet_30_1","onet_normalized"
"occ_11_3021_00","966","Manage backup, security and user help systems.","Supplemental","0.80","1.00","src_onet_30_1","onet_normalized"
"occ_11_3021_00","967","Consult with users, management, vendors, and technicians to assess computing needs and system requirements.","Core","0.71","0.00","src_onet_30_1","onet_normalized"
"occ_11_3021_00","968","Direct daily operations of department, analyzing workflow, establishing priorities, developing standards and setting deadlines.","Core","0.78","0.34","src_onet_30_1","onet_normalized"
"occ_11_3021_00","969","Assign and review the work of systems analysts, programmers, and other computer-related workers.","Core","0.76","0.06","src_onet_30_1","onet_normalized"
"occ_11_3021_00","970","Stay abreast of advances in technology.","Core","0.72","0.00","src_onet_30_1","onet_normalized"
"occ_11_3021_00","971","Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.","Core","0.73","0.00","src_onet_30_1","onet_normalized"
"occ_11_3021_00","972","Review and approve all systems charts and programs prior to their implementation.","Core","0.67","0.00","src_onet_30_1","onet_normalized"
"occ_11_3021_00","973","Evaluate the organization's technology use and needs and recommend improvements, such as hardware and software upgrades.","Core","0.68","0.00","src_onet_30_1","onet_normalized"
"occ_11_3021_00","974","Control operational budget and expenditures.","Core","0.63","0.00","src_onet_30_1","onet_normalized"
"occ_11_3021_00","975","Meet with department heads, managers, supervisors, vendors, and others, to solicit cooperation and resolve problems.","Core","0.77","0.00","src_onet_30_1","onet_normalized"
"occ_11_3021_00","976","Develop and interpret organizational goals, policies, and procedures.","Core","0.68","0.11","src_onet_30_1","onet_normalized"
"occ_11_3021_00","977","Recruit, hire, train and supervise staff, or participate in staffing decisions.","Core","0.72","0.05","src_onet_30_1","onet_normalized"
"occ_11_3021_00","978","Review project plans to plan and coordinate project activity.","Core","0.77","0.00","src_onet_30_1","onet_normalized"
"occ_11_3021_00","979","Evaluate data processing proposals to assess project feasibility and requirements.","Core","0.65","0.00","src_onet_30_1","onet_normalized"
"occ_11_3021_00","980","Prepare and review operational reports or project progress reports.","Core","0.66","0.00","src_onet_30_1","onet_normalized"
"occ_11_3021_00","981","Purchase necessary equipment.","Core","0.60","0.00","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21311","Establish and maintain relationships with individual or business customers or provide assistance with problems these customers may encounter.","Core","0.82","1.00","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21312","Plan, direct, or coordinate the activities of workers in branches, offices, or departments of establishments, such as branch banks, brokerage firms, risk and insurance departments, or credit departments.","Core","0.78","0.98","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21313","Recruit staff members.","Core","0.69","0.00","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21314","Prepare operational or risk reports for management analysis.","Supplemental","0.66","0.00","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21315","Evaluate data pertaining to costs to plan budgets.","Core","0.65","1.00","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21316","Oversee training programs.","Core","0.62","0.00","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21317","Examine, evaluate, or process loan applications.","Supplemental","0.74","0.93","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21318","Approve, reject, or coordinate the approval or rejection of lines of credit or commercial, real estate, or personal loans.","Supplemental","0.77","0.00","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21319","Oversee the flow of cash or financial instruments.","Core","0.80","0.89","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21320","Prepare financial or regulatory reports required by laws, regulations, or boards of directors.","Supplemental","0.76","1.00","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21321","Develop or analyze information to assess the current or future financial status of firms.","Supplemental","0.78","1.00","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21322","Communicate with stockholders or other investors to provide information or to raise capital.","Supplemental","0.81","0.00","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21323","Evaluate financial reporting systems, accounting or collection procedures, or investment activities and make recommendations for changes to procedures, operating systems, budgets, or other financial control functions.","Supplemental","0.70","1.00","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21325","Network within communities to find and attract new business.","Supplemental","0.69","0.00","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21326","Review collection reports to determine the status of collections and the amounts of outstanding balances.","Supplemental","0.65","0.00","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21327","Establish procedures for custody or control of assets, records, loan collateral, or securities to ensure safekeeping.","Supplemental","0.84","0.47","src_onet_30_1","onet_normalized"
"occ_11_3031_00","21329","Review reports of securities transactions or price lists to analyze market conditions.","Supplemental","0.55","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21340","Supervise the activities of workers engaged in receiving, storing, testing, and shipping products or materials.","Core","0.89","1.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21341","Plan, develop, or implement warehouse safety and security programs and activities.","Core","0.83","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21342","Inspect physical conditions of warehouses, vehicle fleets, or equipment and order testing, maintenance, repairs, or replacements.","Core","0.82","0.59","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21343","Plan, organize, or manage the work of subordinate staff to ensure that the work is accomplished in a manner consistent with organizational requirements.","Core","0.82","1.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21344","Collaborate with other departments to integrate logistics with business systems or processes, such as customer sales, order management, accounting, or shipping.","Core","0.78","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21345","Analyze all aspects of corporate logistics to determine the most cost-effective or efficient means of transporting products or supplies.","Core","0.77","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21346","Resolve problems concerning transportation, logistics systems, imports or exports, or customer issues.","Core","0.77","0.39","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21347","Develop and document standard and emergency operating procedures for receiving, handling, storing, shipping, or salvaging products or materials.","Core","0.76","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21348","Monitor operations to ensure that staff members comply with administrative policies and procedures, safety rules, union contracts, environmental policies, or government regulations.","Core","0.76","1.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21349","Analyze the financial impact of proposed logistics changes, such as routing, shipping modes, product volumes or mixes, or carriers.","Core","0.75","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21350","Monitor inventory levels of products or materials in warehouses.","Core","0.75","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21351","Establish or monitor specific supply chain-based performance measurement systems.","Core","0.73","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21352","Prepare and manage departmental budgets.","Core","0.72","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21353","Monitor product import or export processes to ensure compliance with regulatory or legal requirements.","Core","0.71","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21354","Prepare management recommendations, such as proposed fee and tariff increases or schedule changes.","Core","0.71","1.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21355","Interview, select, and train warehouse and supervisory personnel.","Core","0.69","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21356","Advise sales and billing departments of transportation charges for customers' accounts.","Core","0.69","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21357","Analyze expenditures and other financial information to develop plans, policies, or budgets for increasing profits or improving services.","Core","0.69","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21358","Confer with department heads to coordinate warehouse activities, such as production, sales, records control, or purchasing.","Core","0.68","0.59","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21359","Implement specific customer requirements, such as internal reporting or customized transportation metrics.","Core","0.68","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21360","Maintain metrics, reports, process documentation, customer service logs, or training or safety records.","Core","0.68","0.41","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21361","Examine invoices and shipping manifests for conformity to tariff and customs regulations.","Core","0.67","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21362","Plan or implement energy saving changes to transportation services, such as reducing routes, optimizing capacities, employing alternate modes of transportation, or minimizing idling.","Core","0.67","0.20","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21363","Evaluate contractors or business partners for operational efficiency or safety or environmental performance records.","Core","0.65","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21364","Negotiate with carriers, warehouse operators, or insurance company representatives for services and preferential rates.","Core","0.64","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21365","Develop or implement plans for facility modification or expansion, such as equipment purchase or changes in space allocation or structural design.","Core","0.64","0.00","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21366","Direct inbound or outbound operations, such as transportation or warehouse activities, safety performance, and logistics quality management.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21367","Plan or implement improvements to internal or external systems or processes.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21368","Recommend or authorize capital expenditures for acquisition of new equipment or property to increase efficiency and services.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_11_3071_00","21369","Review invoices, work orders, consumption reports, or demand forecasts to estimate peak performance periods and to issue work assignments.","n/a","0.60","0.50","src_onet_30_1","onet_normalized"
"occ_11_3121_00","1000","Prepare personnel forecast to project employment needs.","Core","0.62","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","1001","Prepare and follow budgets for personnel operations.","Core","0.72","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","1002","Develop, administer, and evaluate applicant tests.","Supplemental","0.46","0.71","src_onet_30_1","onet_normalized"
"occ_11_3121_00","1003","Oversee the evaluation, classification, and rating of occupations and job positions.","Core","0.64","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","1004","Study legislation, arbitration decisions, and collective bargaining contracts to assess industry trends.","Core","0.59","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","1005","Develop or administer special projects in areas such as pay equity, savings bond programs, day care, and employee awards.","Core","0.55","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","1006","Provide terminated employees with outplacement or relocation assistance.","Supplemental","0.30","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","1007","Contract with vendors to provide employee services, such as food service, transportation, or relocation service.","Supplemental","0.36","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","982","Administer compensation, benefits, and performance management systems, and safety and recreation programs.","Core","0.73","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","983","Identify staff vacancies and recruit, interview, and select applicants.","Core","0.76","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","984","Allocate human resources, ensuring appropriate matches between personnel.","Core","0.64","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","985","Provide current and prospective employees with information about policies, job duties, working conditions, wages, opportunities for promotion, and employee benefits.","Core","0.67","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","986","Perform difficult staffing duties, including dealing with understaffing, refereeing disputes, firing employees, and administering disciplinary procedures.","Core","0.87","0.63","src_onet_30_1","onet_normalized"
"occ_11_3121_00","987","Advise managers on organizational policy matters, such as equal employment opportunity and sexual harassment, and recommend needed changes.","Core","0.83","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","988","Analyze and modify compensation and benefits policies to establish competitive programs and ensure compliance with legal requirements.","Core","0.76","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","989","Plan and conduct new employee orientation to foster positive attitude toward organizational objectives.","Core","0.77","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","990","Serve as a link between management and employees by handling questions, interpreting and administering contracts and helping resolve work-related problems.","Core","0.92","1.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","991","Plan, direct, supervise, and coordinate work activities of subordinates and staff relating to employment, compensation, labor relations, and employee relations.","Core","0.89","1.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","992","Analyze training needs to design employee development, language training, and health and safety programs.","Core","0.64","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","993","Maintain records and compile statistical reports concerning personnel-related data such as hires, transfers, performance appraisals, and absenteeism rates.","Core","0.69","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","994","Analyze statistical data and reports to identify and determine causes of personnel problems and develop recommendations for improvement of organization's personnel policies and practices.","Core","0.75","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","995","Plan, organize, direct, control, or coordinate the personnel, training, or labor relations activities of an organization.","Core","0.66","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","996","Conduct exit interviews to identify reasons for employee termination.","Core","0.66","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","997","Investigate and report on industrial accidents for insurance carriers.","Core","0.75","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","998","Represent organization at personnel-related hearings and investigations.","Core","0.85","0.00","src_onet_30_1","onet_normalized"
"occ_11_3121_00","999","Negotiate bargaining agreements and help interpret labor contracts.","Core","0.83","0.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","1060","Confer with management, production, or marketing staff to discuss project specifications or procedures.","Core","0.60","0.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","1063","Plan or direct the installation, testing, operation, maintenance, or repair of facilities or equipment.","Supplemental","0.56","1.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","1070","Present and explain proposals, reports, or findings to clients.","Core","0.61","0.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","1071","Consult or negotiate with clients to prepare project specifications.","Core","0.71","0.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","19525","Develop or implement programs to improve sustainability or reduce the environmental impacts of engineering or architecture activities or operations.","Core","0.53","0.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","19526","Evaluate environmental regulations or social pressures related to environmental issues to inform strategic or operational decision-making.","Supplemental","0.48","0.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","19527","Evaluate the environmental impacts of engineering, architecture, or research and development activities.","Core","0.51","0.36","src_onet_30_1","onet_normalized"
"occ_11_9041_00","19528","Identify environmental threats or opportunities associated with the development and launch of new technologies.","Supplemental","0.56","0.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","20170","Manage the coordination and overall integration of technical activities in architecture or engineering projects.","Core","0.81","1.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","20171","Direct, review, or approve project design changes.","Core","0.75","1.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","20172","Prepare budgets, bids, or contracts.","Core","0.62","0.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","20173","Assess project feasibility by analyzing technology, resource needs, or market demand.","Core","0.60","0.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","20174","Direct recruitment, placement, and evaluation of architecture or engineering project staff.","Core","0.54","0.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","20175","Review, recommend, or approve contracts or cost estimates.","Core","0.59","0.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","20176","Develop or implement policies, standards, or procedures for engineering and technical work.","Core","0.58","0.62","src_onet_30_1","onet_normalized"
"occ_11_9041_00","20177","Perform administrative functions, such as reviewing or writing reports, approving expenditures, enforcing rules, or purchasing of materials or services.","Core","0.54","0.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","20178","Establish scientific or technical goals within broad outlines provided by top management.","Core","0.54","0.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","20179","Solicit project support by conferring with officials or providing information to the public.","Supplemental","0.46","0.00","src_onet_30_1","onet_normalized"
"occ_11_9041_00","20180","Plan, direct, or coordinate survey work with other project activities.","Supplemental","0.54","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7219","Meet with prospective tenants to show properties, explain terms of occupancy, and provide information about local areas.","Supplemental","0.71","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7220","Direct collection of monthly assessments, rental fees, and deposits and payment of insurance premiums, mortgage, taxes, and incurred operating expenses.","Core","0.85","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7221","Inspect grounds, facilities, and equipment routinely to determine necessity of repairs or maintenance.","Core","0.75","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7222","Investigate complaints, disturbances, and violations and resolve problems, following management rules and regulations.","Core","0.76","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7223","Plan, schedule, and coordinate general maintenance, major repairs, and remodeling or construction projects for commercial or residential properties.","Core","0.87","1.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7224","Manage and oversee operations, maintenance, administration, and improvement of commercial, industrial, or residential properties.","Core","0.89","1.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7225","Negotiate the sale, lease, or development of property and complete or review appropriate documents and forms.","Supplemental","0.64","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7226","Maintain records of sales, rental or usage activity, special permits issued, maintenance and operating costs, or property availability.","Core","0.72","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7227","Determine and certify the eligibility of prospective tenants, following government regulations.","Supplemental","0.75","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7228","Prepare detailed budgets and financial reports for properties.","Core","0.91","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7229","Direct and coordinate the activities of staff and contract personnel and evaluate their performance.","Core","0.85","0.67","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7230","Maintain contact with insurance carriers, fire and police departments, and other agencies to ensure protection and compliance with codes and regulations.","Core","0.69","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7231","Market vacant space to prospective tenants through leasing agents, advertising, or other methods.","Core","0.80","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7232","Solicit and analyze bids from contractors for repairs, renovations, and maintenance.","Core","0.71","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7233","Review rents to ensure that they are in line with rental markets.","Supplemental","0.86","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7234","Prepare and administer contracts for provision of property services, such as cleaning, maintenance, and security services.","Core","0.83","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7235","Purchase building and maintenance supplies, equipment, or furniture.","Core","0.56","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7236","Act as liaisons between on-site managers or tenants and owners.","Core","0.76","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7237","Confer regularly with community association members to ensure their needs are being met.","Supplemental","0.75","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7238","Meet with boards of directors and committees to discuss and resolve legal and environmental issues or disputes between neighbors.","Core","0.72","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7239","Confer with legal authorities to ensure that renting and advertising practices are not discriminatory and that properties comply with state and federal regulations.","Core","0.65","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7240","Clean common areas, change light bulbs, and make minor property repairs.","Supplemental","0.77","1.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7241","Meet with clients to negotiate management and service contracts, determine priorities, and discuss the financial and operational status of properties.","Core","0.85","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7242","Negotiate short- and long-term loans to finance construction and ownership of structures.","Supplemental","0.57","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7243","Contract with architectural firms to draw up detailed plans for new structures.","Supplemental","0.62","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7244","Negotiate with government leaders, businesses, special interest representatives, and utility companies to gain support for new projects and to eliminate potential obstacles.","Supplemental","0.50","0.00","src_onet_30_1","onet_normalized"
"occ_11_9141_00","7245","Analyze information on property values, taxes, zoning, population growth, and traffic volume and patterns to determine if properties should be acquired.","Supplemental","0.69","0.00","src_onet_30_1","onet_normalized"
