"occupation_id","function_id","function_type","function_weight","delegability_guardrail","source_mix","source_confidence","notes"
"occ_13_1031_00","fn_occ_13_1031_00_primary","primary_function_anchor","0.7463","0.7174","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_13_1041_00","fn_occ_13_1041_00_control_enablement","supplemental_function_anchor","0.2424","0.6968","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_13_1041_00","fn_occ_13_1041_00_primary","primary_function_anchor","0.7576","0.7818","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_13_1051_00","fn_occ_13_1051_00_commercial_coordination","supplemental_function_anchor","0.2537","0.5476","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_13_1051_00","fn_occ_13_1051_00_primary","primary_function_anchor","0.7463","0.5708","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_13_1071_00","fn_occ_13_1071_00_people_advisory","supplemental_function_anchor","0.2537","0.6696","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_13_1071_00","fn_occ_13_1071_00_primary","primary_function_anchor","0.7463","0.6392","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_13_1081_00","fn_occ_13_1081_00_logistics_flow_coordination","supplemental_function_anchor","0.2537","0.5682","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_13_1081_00","fn_occ_13_1081_00_primary","primary_function_anchor","0.7463","0.5642","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_13_1082_00","fn_occ_13_1082_00_primary","primary_function_anchor","0.7353","0.6438","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_13_1082_00","fn_occ_13_1082_00_stakeholder_alignment","supplemental_function_anchor","0.2647","0.6150","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_13_1111_00","fn_occ_13_1111_00_change_enablement","supplemental_function_anchor","0.2537","0.6162","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_13_1111_00","fn_occ_13_1111_00_primary","primary_function_anchor","0.7463","0.6500","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_13_1151_00","fn_occ_13_1151_00_learning_delivery_alignment","supplemental_function_anchor","0.2537","0.5206","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_13_1151_00","fn_occ_13_1151_00_primary","primary_function_anchor","0.7463","0.5588","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_13_1161_00","fn_occ_13_1161_00_marketing_ops","supplemental_function_anchor","0.2806","0.4838","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_13_1161_00","fn_occ_13_1161_00_primary","primary_function_anchor","0.7194","0.5376","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_13_1199_00","fn_occ_13_1199_00_operational_followthrough","supplemental_function_anchor","0.2537","0.5344","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_13_1199_00","fn_occ_13_1199_00_primary","primary_function_anchor","0.7463","0.6114","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_13_2011_00","fn_occ_13_2011_00_audit_assurance","supplemental_function_anchor","0.1976","0.6978","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_13_2011_00","fn_occ_13_2011_00_finance_advisory","supplemental_function_anchor","0.2036","0.6828","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_13_2011_00","fn_occ_13_2011_00_primary","primary_function_anchor","0.5988","0.7286","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_13_2051_00","fn_occ_13_2051_00_primary","primary_function_anchor","0.7463","0.6636","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_13_2051_00","fn_occ_13_2051_00_stakeholder_translation","supplemental_function_anchor","0.2537","0.6176","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_13_2052_00","fn_occ_13_2052_00_primary","primary_function_anchor","0.7463","0.7416","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_13_2052_00","fn_occ_13_2052_00_relationship_book_stewardship","supplemental_function_anchor","0.2537","0.6884","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_13_2072_00","fn_occ_13_2072_00_primary","primary_function_anchor","0.7463","0.6942","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_13_2072_00","fn_occ_13_2072_00_relationship_portfolio_guidance","supplemental_function_anchor","0.2537","0.6654","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_15_1211_00","fn_occ_15_1211_00_primary","primary_function_anchor","0.7463","0.5938","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_15_1211_00","fn_occ_15_1211_00_requirements_translation","supplemental_function_anchor","0.2537","0.6050","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_15_1212_00","fn_occ_15_1212_00_incident_readiness","supplemental_function_anchor","0.2537","0.7130","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_15_1212_00","fn_occ_15_1212_00_primary","primary_function_anchor","0.7463","0.7330","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_15_1232_00","fn_occ_15_1232_00_primary","primary_function_anchor","0.7463","0.5270","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_15_1232_00","fn_occ_15_1232_00_workflow_adoption_enablement","supplemental_function_anchor","0.2537","0.5082","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_15_1241_00","fn_occ_15_1241_00_implementation_governance","supplemental_function_anchor","0.2537","0.6414","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_15_1241_00","fn_occ_15_1241_00_primary","primary_function_anchor","0.7463","0.6896","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_15_1244_00","fn_occ_15_1244_00_incident_response_coordination","supplemental_function_anchor","0.2537","0.5608","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_15_1244_00","fn_occ_15_1244_00_primary","primary_function_anchor","0.7463","0.6090","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_15_1252_00","fn_occ_15_1252_00_primary","primary_function_anchor","0.7576","0.5938","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_15_1252_00","fn_occ_15_1252_00_system_reliability","supplemental_function_anchor","0.2424","0.6120","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_15_1253_00","fn_occ_15_1253_00_primary","primary_function_anchor","0.7576","0.5982","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_15_1253_00","fn_occ_15_1253_00_test_automation_enablement","supplemental_function_anchor","0.2424","0.5388","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_15_2031_00","fn_occ_15_2031_00_decision_translation","supplemental_function_anchor","0.2537","0.5818","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_15_2031_00","fn_occ_15_2031_00_primary","primary_function_anchor","0.7463","0.5826","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_15_2051_00","fn_occ_15_2051_00_primary","primary_function_anchor","0.7463","0.6450","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_15_2051_00","fn_occ_15_2051_00_stakeholder_translation","supplemental_function_anchor","0.2537","0.5968","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_17_2051_00","fn_occ_17_2051_00_primary","primary_function_anchor","0.7463","0.6716","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_17_2051_00","fn_occ_17_2051_00_project_delivery_integration","supplemental_function_anchor","0.2537","0.6648","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_17_2071_00","fn_occ_17_2071_00_primary","primary_function_anchor","0.7463","0.6716","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_17_2071_00","fn_occ_17_2071_00_validation_integration","supplemental_function_anchor","0.2537","0.6566","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_17_2072_00","fn_occ_17_2072_00_electronics_validation_integration","supplemental_function_anchor","0.2537","0.6220","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_17_2072_00","fn_occ_17_2072_00_primary","primary_function_anchor","0.7463","0.6716","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_17_2112_00","fn_occ_17_2112_00_change_implementation","supplemental_function_anchor","0.2537","0.5664","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_17_2112_00","fn_occ_17_2112_00_primary","primary_function_anchor","0.7463","0.6716","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_17_2141_00","fn_occ_17_2141_00_primary","primary_function_anchor","0.7463","0.6716","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_17_2141_00","fn_occ_17_2141_00_validation_integration","supplemental_function_anchor","0.2537","0.6314","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_23_1011_00","fn_occ_23_1011_00_matter_preparation","supplemental_function_anchor","0.2754","0.7086","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_23_1011_00","fn_occ_23_1011_00_primary","primary_function_anchor","0.7246","0.9412","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_23_2011_00","fn_occ_23_2011_00_matter_coordination","supplemental_function_anchor","0.2537","0.6500","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_23_2011_00","fn_occ_23_2011_00_primary","primary_function_anchor","0.7463","0.6944","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_27_1024_00","fn_occ_27_1024_00_brand_system_stewardship","supplemental_function_anchor","0.2537","0.5318","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_27_1024_00","fn_occ_27_1024_00_primary","primary_function_anchor","0.7463","0.4764","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_27_3023_00","fn_occ_27_3023_00_broadcast_orchestration","supplemental_function_anchor","0.2024","0.5800","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_27_3023_00","fn_occ_27_3023_00_primary","primary_function_anchor","0.5952","0.6782","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_27_3023_00","fn_occ_27_3023_00_source_development","supplemental_function_anchor","0.2024","0.6300","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_27_3031_00","fn_occ_27_3031_00_primary","primary_function_anchor","0.7246","0.5654","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_27_3031_00","fn_occ_27_3031_00_relationship_protection","supplemental_function_anchor","0.2754","0.6382","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_27_3041_00","fn_occ_27_3041_00_primary","primary_function_anchor","0.7353","0.6250","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_27_3041_00","fn_occ_27_3041_00_publication_orchestration","supplemental_function_anchor","0.2647","0.5450","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_27_3042_00","fn_occ_27_3042_00_primary","primary_function_anchor","0.7463","0.5726","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_27_3042_00","fn_occ_27_3042_00_release_enablement","supplemental_function_anchor","0.2537","0.5344","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_27_3043_00","fn_occ_27_3043_00_content_system_stewardship","supplemental_function_anchor","0.2537","0.5574","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_27_3043_00","fn_occ_27_3043_00_primary","primary_function_anchor","0.7463","0.4764","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_41_3011_00","fn_occ_41_3011_00_campaign_account_stewardship","supplemental_function_anchor","0.2537","0.5850","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_41_3011_00","fn_occ_41_3011_00_primary","primary_function_anchor","0.7463","0.6088","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_41_3021_00","fn_occ_41_3021_00_policy_service_stewardship","supplemental_function_anchor","0.2537","0.6310","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_41_3021_00","fn_occ_41_3021_00_primary","primary_function_anchor","0.7463","0.6088","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_41_3031_00","fn_occ_41_3031_00_book_stewardship","supplemental_function_anchor","0.2537","0.6654","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_41_3031_00","fn_occ_41_3031_00_primary","primary_function_anchor","0.7463","0.6088","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_41_3091_00","fn_occ_41_3091_00_account_stewardship","supplemental_function_anchor","0.2754","0.5956","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_41_3091_00","fn_occ_41_3091_00_primary","primary_function_anchor","0.7246","0.6444","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_41_4011_00","fn_occ_41_4011_00_primary","primary_function_anchor","0.7463","0.6088","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_41_4011_00","fn_occ_41_4011_00_solution_translation","supplemental_function_anchor","0.2537","0.6000","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_43_1011_00","fn_occ_43_1011_00_primary","primary_function_anchor","0.7463","0.5602","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_43_1011_00","fn_occ_43_1011_00_staffing_cadence_leadership","supplemental_function_anchor","0.2537","0.5826","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_43_3021_00","fn_occ_43_3021_00_exception_reconciliation","supplemental_function_anchor","0.2424","0.5266","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_43_3021_00","fn_occ_43_3021_00_primary","primary_function_anchor","0.7576","0.4886","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_43_3031_00","fn_occ_43_3031_00_primary","primary_function_anchor","0.7463","0.6636","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_43_3031_00","fn_occ_43_3031_00_transaction_processing","supplemental_function_anchor","0.2537","0.4116","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_43_4031_00","fn_occ_43_4031_00_case_window_coordination","supplemental_function_anchor","0.2537","0.6112","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_43_4031_00","fn_occ_43_4031_00_primary","primary_function_anchor","0.7463","0.6212","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_43_4051_00","fn_occ_43_4051_00_case_queue_execution","supplemental_function_anchor","0.2537","0.3864","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_43_4051_00","fn_occ_43_4051_00_primary","primary_function_anchor","0.7463","0.5496","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_43_4131_00","fn_occ_43_4131_00_intake_exception_coordination","supplemental_function_anchor","0.2424","0.5016","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_43_4131_00","fn_occ_43_4131_00_primary","primary_function_anchor","0.7576","0.5004","src_role_function_seed_2026_03|src_manual_role_graph_review_2026_03","0.8800","reviewed_primary_function_anchor"
"occ_43_4171_00","fn_occ_43_4171_00_primary","primary_function_anchor","0.7463","0.3842","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_43_4171_00","fn_occ_43_4171_00_visitor_routing_stewardship","supplemental_function_anchor","0.2537","0.4952","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_43_6011_00","fn_occ_43_6011_00_executive_coordination","supplemental_function_anchor","0.2647","0.6194","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_43_6011_00","fn_occ_43_6011_00_primary","primary_function_anchor","0.7353","0.3842","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_43_6014_00","fn_occ_43_6014_00_admin_coordination","supplemental_function_anchor","0.2537","0.5050","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_43_6014_00","fn_occ_43_6014_00_primary","primary_function_anchor","0.7463","0.3842","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_43_9041_00","fn_occ_43_9041_00_exception_escalation_support","supplemental_function_anchor","0.2424","0.5236","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_43_9041_00","fn_occ_43_9041_00_primary","primary_function_anchor","0.7576","0.5642","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_43_9061_00","fn_occ_43_9061_00_office_flow_coordination","supplemental_function_anchor","0.2537","0.4276","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_43_9061_00","fn_occ_43_9061_00_primary","primary_function_anchor","0.7463","0.3842","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
"occ_43_9111_00","fn_occ_43_9111_00_data_preparation_execution","supplemental_function_anchor","0.2537","0.3670","src_role_function_seed_2026_03|src_role_function_expansion_2026_03","0.8600","reviewed_supplemental_function_anchor"
"occ_43_9111_00","fn_occ_43_9111_00_primary","primary_function_anchor","0.7463","0.5826","src_role_function_seed_2026_03","0.7400","reviewed_primary_function_anchor"
