"occupation_id","onet_task_id","task_cluster_id","source_id","exposure_score","augmentation_score","automation_score","observed_usage_share","evidence_type","confidence","notes"
"occ_11_2021_00","961","cluster_coordination","src_anthropic_ei_2026_01_15","0.09","0.10","0.11","0.0000","anthropic_task_usage","0.43","anthropic_normalized|release_2026_01_15|task_count=16|work_share=0.00|autonomy_mean=3.38|success_share=0.00|time_ratio=1.51"
"occ_11_2021_00","962","cluster_client_interaction","src_anthropic_ei_2026_01_15","0.10","0.18","0.12","0.0000","anthropic_task_usage","0.54","anthropic_normalized|release_2026_01_15|task_count=37|work_share=0.00|autonomy_mean=3.70|success_share=0.65|time_ratio=2.95"
"occ_11_2021_00","963","cluster_research_synthesis","src_anthropic_ei_2026_01_15","0.25","0.10","0.10","0.0000","anthropic_task_usage","0.62","anthropic_normalized|release_2026_01_15|task_count=32|work_share=1.00|autonomy_mean=3.16|success_share=0.00|time_ratio=0.62"
"occ_11_2021_00","965","cluster_workflow_admin","src_anthropic_ei_2026_01_15","0.19","0.40","0.51","0.0000","anthropic_task_usage","0.68","anthropic_normalized|release_2026_01_15|task_count=44|work_share=0.61|autonomy_mean=3.23|success_share=0.00|time_ratio=1.22"
"occ_11_2021_00","stub_11_2021_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.80","0.66","0.40","0.26","generated_task_proxy","0.50","launch_stub_generated"
"occ_11_2021_00","stub_11_2021_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.60","0.70","0.19","0.24","generated_task_proxy","0.45","launch_stub_generated"
"occ_11_2021_00","stub_11_2021_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.64","0.72","0.23","0.20","generated_task_proxy","0.43","launch_stub_generated"
"occ_11_2021_00","stub_11_2021_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.76","0.60","0.43","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_11_2021_00","stub_11_2021_00_drafting","cluster_drafting","src_internal_stub_2026_03","0.82","0.60","0.47","0.24","generated_task_proxy","0.49","launch_stub_generated"
"occ_11_2021_00","stub_11_2021_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.70","0.72","0.36","0.16","generated_task_proxy","0.41","launch_stub_generated"
"occ_11_2021_00","stub_11_2021_00_research_synthesis","cluster_research_synthesis","src_internal_stub_2026_03","0.78","0.64","0.39","0.28","generated_task_proxy","0.49","launch_stub_generated"
"occ_11_2022_00","1","cluster_client_interaction","src_anthropic_ei_2026_01_15","0.18","0.61","0.49","0.0003","anthropic_task_usage","0.78","anthropic_normalized|release_2026_01_15|task_count=676|work_share=0.48|autonomy_mean=2.90|success_share=0.46|time_ratio=12.77"
"occ_11_2022_00","10","cluster_client_interaction","src_anthropic_ei_2026_01_15","0.22","0.56","0.58","0.0001","anthropic_task_usage","0.76","anthropic_normalized|release_2026_01_15|task_count=216|work_share=0.70|autonomy_mean=3.61|success_share=0.47|time_ratio=3.22"
"occ_11_2022_00","13","cluster_client_interaction","src_anthropic_ei_2026_01_15","0.20","0.17","0.60","0.0000","anthropic_task_usage","0.69","anthropic_normalized|release_2026_01_15|task_count=67|work_share=0.76|autonomy_mean=2.88|success_share=0.58|time_ratio=5.43"
"occ_11_2022_00","4","cluster_coordination","src_anthropic_ei_2026_01_15","0.07","0.10","0.07","0.0000","anthropic_task_usage","0.49","anthropic_normalized|release_2026_01_15|task_count=18|work_share=0.00|autonomy_mean=2.56|success_share=0.00|time_ratio=5.43"
"occ_11_2022_00","5","cluster_documentation","src_anthropic_ei_2026_01_15","0.09","0.10","0.10","0.0000","anthropic_task_usage","0.50","anthropic_normalized|release_2026_01_15|task_count=16|work_share=0.00|autonomy_mean=3.31|success_share=0.00|time_ratio=5.16"
"occ_11_2022_00","8","cluster_client_interaction","src_anthropic_ei_2026_01_15","0.22","0.21","0.13","0.0000","anthropic_task_usage","0.63","anthropic_normalized|release_2026_01_15|task_count=24|work_share=0.71|autonomy_mean=3.79|success_share=0.92|time_ratio=5.10"
"occ_11_2022_00","stub_11_2022_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.45","0.57","0.08","0.30","generated_task_proxy","0.49","launch_stub_generated"
"occ_11_2022_00","stub_11_2022_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.49","0.59","0.12","0.20","generated_task_proxy","0.42","launch_stub_generated"
"occ_11_2022_00","stub_11_2022_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.51","0.61","0.14","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_11_2022_00","stub_11_2022_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.61","0.47","0.32","0.18","generated_task_proxy","0.38","launch_stub_generated"
"occ_11_2022_00","stub_11_2022_00_relationship_management","cluster_relationship_management","src_internal_stub_2026_03","0.39","0.55","0.04","0.32","generated_task_proxy","0.50","launch_stub_generated"
"occ_11_2022_00","stub_11_2022_00_research_synthesis","cluster_research_synthesis","src_internal_stub_2026_03","0.63","0.51","0.28","0.20","generated_task_proxy","0.40","launch_stub_generated"
"occ_11_2022_00","stub_11_2022_00_workflow_admin","cluster_workflow_admin","src_internal_stub_2026_03","0.65","0.45","0.36","0.18","generated_task_proxy","0.39","launch_stub_generated"
"occ_11_3021_00","15198","cluster_workflow_admin","src_anthropic_ei_2026_01_15","0.18","0.53","0.42","0.0001","anthropic_task_usage","0.74","anthropic_normalized|release_2026_01_15|task_count=189|work_share=0.59|autonomy_mean=2.98|success_share=0.45|time_ratio=7.95"
"occ_11_3021_00","967","cluster_oversight_strategy","src_anthropic_ei_2026_01_15","0.23","0.77","0.28","0.0004","anthropic_task_usage","0.78","anthropic_normalized|release_2026_01_15|task_count=731|work_share=0.62|autonomy_mean=3.55|success_share=0.66|time_ratio=3.60"
"occ_11_3021_00","968","cluster_analysis","src_anthropic_ei_2026_01_15","0.09","0.18","0.62","0.0000","anthropic_task_usage","0.56","anthropic_normalized|release_2026_01_15|task_count=24|work_share=0.00|autonomy_mean=3.42|success_share=0.67|time_ratio=7.01"
"occ_11_3021_00","969","cluster_qa_review","src_anthropic_ei_2026_01_15","0.22","0.19","0.66","0.0000","anthropic_task_usage","0.71","anthropic_normalized|release_2026_01_15|task_count=23|work_share=0.96|autonomy_mean=2.43|success_share=0.74|time_ratio=6.40"
"occ_11_3021_00","971","cluster_drafting","src_anthropic_ei_2026_01_15","0.11","0.20","0.13","0.0000","anthropic_task_usage","0.51","anthropic_normalized|release_2026_01_15|task_count=28|work_share=0.00|autonomy_mean=3.96|success_share=0.82|time_ratio=2.80"
"occ_11_3021_00","973","cluster_decision_support","src_anthropic_ei_2026_01_15","0.20","0.65","0.34","0.0002","anthropic_task_usage","0.76","anthropic_normalized|release_2026_01_15|task_count=298|work_share=0.58|autonomy_mean=3.47|success_share=0.56|time_ratio=4.35"
"occ_11_3021_00","976","cluster_drafting","src_anthropic_ei_2026_01_15","0.22","0.72","0.33","0.0001","anthropic_task_usage","0.76","anthropic_normalized|release_2026_01_15|task_count=161|work_share=0.79|autonomy_mean=3.26|success_share=0.73|time_ratio=3.65"
"occ_11_3021_00","978","cluster_coordination","src_anthropic_ei_2026_01_15","0.23","0.10","0.09","0.0000","anthropic_task_usage","0.64","anthropic_normalized|release_2026_01_15|task_count=18|work_share=0.94|autonomy_mean=3.00|success_share=0.00|time_ratio=5.01"
"occ_11_3021_00","979","cluster_analysis","src_anthropic_ei_2026_01_15","0.22","0.10","0.67","0.0000","anthropic_task_usage","0.71","anthropic_normalized|release_2026_01_15|task_count=24|work_share=0.92|autonomy_mean=2.58|success_share=0.00|time_ratio=4.08"
"occ_11_3021_00","980","cluster_qa_review","src_anthropic_ei_2026_01_15","0.22","0.18","0.65","0.0000","anthropic_task_usage","0.70","anthropic_normalized|release_2026_01_15|task_count=51|work_share=0.88|autonomy_mean=2.92|success_share=0.63|time_ratio=4.74"
"occ_11_3021_00","stub_11_3021_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.86","0.67","0.47","0.22","generated_task_proxy","0.46","launch_stub_generated"
"occ_11_3021_00","stub_11_3021_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.70","0.73","0.30","0.24","generated_task_proxy","0.44","launch_stub_generated"
"occ_11_3021_00","stub_11_3021_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.82","0.61","0.50","0.20","generated_task_proxy","0.45","launch_stub_generated"
"occ_11_3021_00","stub_11_3021_00_drafting","cluster_drafting","src_internal_stub_2026_03","0.88","0.61","0.54","0.34","generated_task_proxy","0.50","launch_stub_generated"
"occ_11_3021_00","stub_11_3021_00_oversight_strategy","cluster_oversight_strategy","src_internal_stub_2026_03","0.64","0.71","0.24","0.22","generated_task_proxy","0.41","launch_stub_generated"
"occ_11_3021_00","stub_11_3021_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.76","0.73","0.43","0.26","generated_task_proxy","0.48","launch_stub_generated"
"occ_11_3031_00","21311","cluster_client_interaction","src_anthropic_ei_2026_01_15","0.13","0.42","0.31","0.0002","anthropic_task_usage","0.72","anthropic_normalized|release_2026_01_15|task_count=354|work_share=0.29|autonomy_mean=2.59|success_share=0.76|time_ratio=14.27"
"occ_11_3031_00","21313","cluster_relationship_management","src_anthropic_ei_2026_01_15","0.23","0.19","0.66","0.0000","anthropic_task_usage","0.71","anthropic_normalized|release_2026_01_15|task_count=63|work_share=0.94|autonomy_mean=2.86|success_share=0.71|time_ratio=5.68"
"occ_11_3031_00","21314","cluster_analysis","src_anthropic_ei_2026_01_15","0.23","0.10","0.71","0.0000","anthropic_task_usage","0.70","anthropic_normalized|release_2026_01_15|task_count=18|work_share=1.00|autonomy_mean=2.50|success_share=0.00|time_ratio=4.09"
"occ_11_3031_00","21315","cluster_analysis","src_anthropic_ei_2026_01_15","0.16","0.20","0.79","0.0000","anthropic_task_usage","0.60","anthropic_normalized|release_2026_01_15|task_count=49|work_share=0.48|autonomy_mean=2.96|success_share=0.84|time_ratio=4.57"
"occ_11_3031_00","21317","cluster_analysis","src_anthropic_ei_2026_01_15","0.21","0.44","0.66","0.0001","anthropic_task_usage","0.77","anthropic_normalized|release_2026_01_15|task_count=220|work_share=0.75|autonomy_mean=3.20|success_share=0.67|time_ratio=4.38"
"occ_11_3031_00","21319","cluster_oversight_strategy","src_anthropic_ei_2026_01_15","0.19","0.10","0.09","0.0000","anthropic_task_usage","0.62","anthropic_normalized|release_2026_01_15|task_count=22|work_share=0.68|autonomy_mean=3.05|success_share=0.00|time_ratio=7.35"
"occ_11_3031_00","21321","cluster_analysis","src_anthropic_ei_2026_01_15","0.25","0.38","0.58","0.0008","anthropic_task_usage","0.81","anthropic_normalized|release_2026_01_15|task_count=1,526|work_share=0.77|autonomy_mean=2.91|success_share=0.40|time_ratio=2.89"
"occ_11_3031_00","21323","cluster_decision_support","src_anthropic_ei_2026_01_15","0.22","0.10","0.10","0.0000","anthropic_task_usage","0.65","anthropic_normalized|release_2026_01_15|task_count=44|work_share=0.82|autonomy_mean=3.27|success_share=0.00|time_ratio=4.23"
"occ_11_3031_00","21326","cluster_qa_review","src_anthropic_ei_2026_01_15","0.23","0.18","0.68","0.0000","anthropic_task_usage","0.70","anthropic_normalized|release_2026_01_15|task_count=25|work_share=1.00|autonomy_mean=2.76|success_share=0.64|time_ratio=1.76"
"occ_11_3031_00","21329","cluster_qa_review","src_anthropic_ei_2026_01_15","0.16","0.34","0.65","0.0001","anthropic_task_usage","0.73","anthropic_normalized|release_2026_01_15|task_count=203|work_share=0.52|autonomy_mean=2.79|success_share=0.63|time_ratio=3.89"
"occ_11_3031_00","stub_11_3031_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.79","0.54","0.51","0.30","generated_task_proxy","0.51","launch_stub_generated"
"occ_11_3031_00","stub_11_3031_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.59","0.58","0.30","0.22","generated_task_proxy","0.40","launch_stub_generated"
"occ_11_3031_00","stub_11_3031_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.65","0.62","0.36","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_11_3031_00","stub_11_3031_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.75","0.48","0.54","0.22","generated_task_proxy","0.43","launch_stub_generated"
"occ_11_3031_00","stub_11_3031_00_execution_routine","cluster_execution_routine","src_internal_stub_2026_03","0.83","0.40","0.62","0.26","generated_task_proxy","0.50","launch_stub_generated"
"occ_11_3031_00","stub_11_3031_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.69","0.60","0.47","0.24","generated_task_proxy","0.46","launch_stub_generated"
"occ_11_3071_00","21345","cluster_analysis","src_anthropic_ei_2026_01_15","0.20","0.47","0.52","0.0001","anthropic_task_usage","0.73","anthropic_normalized|release_2026_01_15|task_count=119|work_share=0.70|autonomy_mean=3.24|success_share=0.45|time_ratio=1.83"
"occ_11_3071_00","21346","cluster_client_interaction","src_anthropic_ei_2026_01_15","0.22","0.19","0.46","0.0001","anthropic_task_usage","0.78","anthropic_normalized|release_2026_01_15|task_count=225|work_share=0.91|autonomy_mean=2.66|success_share=0.71|time_ratio=4.40"
"occ_11_3071_00","21348","cluster_workflow_admin","src_anthropic_ei_2026_01_15","0.21","0.27","0.63","0.0003","anthropic_task_usage","0.82","anthropic_normalized|release_2026_01_15|task_count=625|work_share=0.86|autonomy_mean=2.02|success_share=0.80|time_ratio=7.36"
"occ_11_3071_00","21357","cluster_analysis","src_anthropic_ei_2026_01_15","0.20","0.50","0.47","0.0000","anthropic_task_usage","0.70","anthropic_normalized|release_2026_01_15|task_count=85|work_share=0.71|autonomy_mean=3.24|success_share=0.58|time_ratio=2.99"
"occ_11_3071_00","stub_11_3071_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.51","0.64","0.21","0.18","generated_task_proxy","0.41","launch_stub_generated"
"occ_11_3071_00","stub_11_3071_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.55","0.66","0.25","0.32","generated_task_proxy","0.48","launch_stub_generated"
"occ_11_3071_00","stub_11_3071_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.57","0.68","0.27","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_11_3071_00","stub_11_3071_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.67","0.54","0.45","0.22","generated_task_proxy","0.46","launch_stub_generated"
"occ_11_3071_00","stub_11_3071_00_execution_routine","cluster_execution_routine","src_internal_stub_2026_03","0.75","0.46","0.53","0.30","generated_task_proxy","0.50","launch_stub_generated"
"occ_11_3071_00","stub_11_3071_00_workflow_admin","cluster_workflow_admin","src_internal_stub_2026_03","0.71","0.52","0.49","0.28","generated_task_proxy","0.47","launch_stub_generated"
"occ_11_3121_00","1002","cluster_drafting","src_anthropic_ei_2026_01_15","0.24","0.62","0.44","0.0001","anthropic_task_usage","0.77","anthropic_normalized|release_2026_01_15|task_count=137|work_share=0.92|autonomy_mean=3.42|success_share=0.66|time_ratio=3.51"
"occ_11_3121_00","983","cluster_relationship_management","src_anthropic_ei_2026_01_15","0.24","0.10","0.11","0.0000","anthropic_task_usage","0.65","anthropic_normalized|release_2026_01_15|task_count=23|work_share=0.91|autonomy_mean=3.35|success_share=0.00|time_ratio=4.82"
"occ_11_3121_00","985","cluster_workflow_admin","src_anthropic_ei_2026_01_15","0.23","0.54","0.47","0.0002","anthropic_task_usage","0.79","anthropic_normalized|release_2026_01_15|task_count=322|work_share=0.86|autonomy_mean=2.89|success_share=0.67|time_ratio=6.36"
"occ_11_3121_00","987","cluster_oversight_strategy","src_anthropic_ei_2026_01_15","0.25","0.20","0.12","0.0000","anthropic_task_usage","0.67","anthropic_normalized|release_2026_01_15|task_count=35|work_share=0.94|autonomy_mean=3.60|success_share=0.86|time_ratio=5.33"
"occ_11_3121_00","988","cluster_analysis","src_anthropic_ei_2026_01_15","0.23","0.50","0.37","0.0000","anthropic_task_usage","0.73","anthropic_normalized|release_2026_01_15|task_count=90|work_share=0.88|autonomy_mean=3.24|success_share=0.70|time_ratio=3.87"
"occ_11_3121_00","990","cluster_oversight_strategy","src_anthropic_ei_2026_01_15","0.22","0.20","0.50","0.0000","anthropic_task_usage","0.67","anthropic_normalized|release_2026_01_15|task_count=28|work_share=0.75|autonomy_mean=3.54|success_share=0.82|time_ratio=5.91"
"occ_11_3121_00","992","cluster_drafting","src_anthropic_ei_2026_01_15","0.23","0.21","0.70","0.0000","anthropic_task_usage","0.69","anthropic_normalized|release_2026_01_15|task_count=50|work_share=0.84|autonomy_mean=3.42|success_share=0.93|time_ratio=3.81"
"occ_11_3121_00","993","cluster_documentation","src_anthropic_ei_2026_01_15","0.21","0.20","0.68","0.0000","anthropic_task_usage","0.71","anthropic_normalized|release_2026_01_15|task_count=20|work_share=0.90|autonomy_mean=2.55|success_share=0.80|time_ratio=2.26"
"occ_11_3121_00","994","cluster_decision_support","src_anthropic_ei_2026_01_15","0.24","0.21","0.78","0.0000","anthropic_task_usage","0.67","anthropic_normalized|release_2026_01_15|task_count=35|work_share=0.94|autonomy_mean=3.23|success_share=0.88|time_ratio=4.10"
"occ_11_3121_00","stub_11_3121_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.49","0.59","0.09","0.20","generated_task_proxy","0.42","launch_stub_generated"
"occ_11_3121_00","stub_11_3121_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.53","0.61","0.13","0.26","generated_task_proxy","0.47","launch_stub_generated"
"occ_11_3121_00","stub_11_3121_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.55","0.63","0.15","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_11_3121_00","stub_11_3121_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.65","0.49","0.33","0.22","generated_task_proxy","0.44","launch_stub_generated"
"occ_11_3121_00","stub_11_3121_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.59","0.61","0.26","0.16","generated_task_proxy","0.39","launch_stub_generated"
"occ_11_3121_00","stub_11_3121_00_relationship_management","cluster_relationship_management","src_internal_stub_2026_03","0.43","0.57","0.05","0.28","generated_task_proxy","0.49","launch_stub_generated"
"occ_11_3121_00","stub_11_3121_00_workflow_admin","cluster_workflow_admin","src_internal_stub_2026_03","0.69","0.47","0.37","0.26","generated_task_proxy","0.47","launch_stub_generated"
"occ_11_9041_00","1060","cluster_oversight_strategy","src_anthropic_ei_2026_01_15","0.09","0.10","0.10","0.0000","anthropic_task_usage","0.48","anthropic_normalized|release_2026_01_15|task_count=15|work_share=0.00|autonomy_mean=3.27|success_share=0.00|time_ratio=6.95"
"occ_11_9041_00","1070","cluster_client_interaction","src_anthropic_ei_2026_01_15","0.25","0.73","0.33","0.0004","anthropic_task_usage","0.80","anthropic_normalized|release_2026_01_15|task_count=719|work_share=0.77|autonomy_mean=3.46|success_share=0.73|time_ratio=3.86"
"occ_11_9041_00","1071","cluster_client_interaction","src_anthropic_ei_2026_01_15","0.09","0.10","0.10","0.0000","anthropic_task_usage","0.50","anthropic_normalized|release_2026_01_15|task_count=18|work_share=0.00|autonomy_mean=3.28|success_share=0.00|time_ratio=4.28"
"occ_11_9041_00","20172","cluster_drafting","src_anthropic_ei_2026_01_15","0.24","0.20","0.10","0.0000","anthropic_task_usage","0.66","anthropic_normalized|release_2026_01_15|task_count=24|work_share=0.92|autonomy_mean=3.25|success_share=0.83|time_ratio=6.42"
"occ_11_9041_00","20175","cluster_decision_support","src_anthropic_ei_2026_01_15","0.25","0.18","0.11","0.0000","anthropic_task_usage","0.66","anthropic_normalized|release_2026_01_15|task_count=27|work_share=0.93|autonomy_mean=3.52|success_share=0.67|time_ratio=4.29"
"occ_11_9041_00","stub_11_9041_00_analysis","cluster_analysis","src_internal_stub_2026_03","0.67","0.52","0.28","0.30","generated_task_proxy","0.50","launch_stub_generated"
"occ_11_9041_00","stub_11_9041_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.51","0.58","0.11","0.20","generated_task_proxy","0.42","launch_stub_generated"
"occ_11_9041_00","stub_11_9041_00_decision_support","cluster_decision_support","src_internal_stub_2026_03","0.53","0.60","0.13","0.24","generated_task_proxy","0.47","launch_stub_generated"
"occ_11_9041_00","stub_11_9041_00_documentation","cluster_documentation","src_internal_stub_2026_03","0.63","0.46","0.31","0.22","generated_task_proxy","0.44","launch_stub_generated"
"occ_11_9041_00","stub_11_9041_00_execution_routine","cluster_execution_routine","src_internal_stub_2026_03","0.71","0.38","0.39","0.16","generated_task_proxy","0.40","launch_stub_generated"
"occ_11_9041_00","stub_11_9041_00_oversight_strategy","cluster_oversight_strategy","src_internal_stub_2026_03","0.45","0.56","0.05","0.18","generated_task_proxy","0.40","launch_stub_generated"
"occ_11_9041_00","stub_11_9041_00_qa_review","cluster_qa_review","src_internal_stub_2026_03","0.57","0.58","0.24","0.26","generated_task_proxy","0.49","launch_stub_generated"
"occ_11_9141_00","7219","cluster_workflow_admin","src_anthropic_ei_2026_01_15","0.15","0.52","0.45","0.0001","anthropic_task_usage","0.71","anthropic_normalized|release_2026_01_15|task_count=137|work_share=0.46|autonomy_mean=2.90|success_share=0.68|time_ratio=8.66"
"occ_11_9141_00","7223","cluster_coordination","src_anthropic_ei_2026_01_15","0.24","0.17","0.69","0.0000","anthropic_task_usage","0.68","anthropic_normalized|release_2026_01_15|task_count=43|work_share=0.92|autonomy_mean=3.44|success_share=0.62|time_ratio=4.04"
"occ_11_9141_00","7224","cluster_oversight_strategy","src_anthropic_ei_2026_01_15","0.19","0.63","0.35","0.0001","anthropic_task_usage","0.76","anthropic_normalized|release_2026_01_15|task_count=173|work_share=0.66|autonomy_mean=3.17|success_share=0.76|time_ratio=5.89"
"occ_11_9141_00","7225","cluster_documentation","src_anthropic_ei_2026_01_15","0.19","0.64","0.44","0.0001","anthropic_task_usage","0.75","anthropic_normalized|release_2026_01_15|task_count=111|work_share=0.71|autonomy_mean=2.95|success_share=0.66|time_ratio=5.57"
"occ_11_9141_00","7226","cluster_documentation","src_anthropic_ei_2026_01_15","0.24","0.53","0.70","0.0002","anthropic_task_usage","0.81","anthropic_normalized|release_2026_01_15|task_count=463|work_share=0.97|autonomy_mean=2.67|success_share=0.61|time_ratio=3.88"
"occ_11_9141_00","7227","cluster_workflow_admin","src_anthropic_ei_2026_01_15","0.22","0.10","0.61","0.0000","anthropic_task_usage","0.71","anthropic_normalized|release_2026_01_15|task_count=29|work_share=0.90|autonomy_mean=2.86|success_share=0.00|time_ratio=3.60"
"occ_11_9141_00","7231","cluster_workflow_admin","src_anthropic_ei_2026_01_15","0.24","0.20","0.73","0.0000","anthropic_task_usage","0.70","anthropic_normalized|release_2026_01_15|task_count=43|work_share=0.95|autonomy_mean=3.19|success_share=0.81|time_ratio=4.72"
"occ_11_9141_00","7233","cluster_qa_review","src_anthropic_ei_2026_01_15","0.19","0.17","0.75","0.0000","anthropic_task_usage","0.69","anthropic_normalized|release_2026_01_15|task_count=67|work_share=0.64|autonomy_mean=3.06|success_share=0.60|time_ratio=5.03"
"occ_11_9141_00","7236","cluster_coordination","src_anthropic_ei_2026_01_15","0.08","0.21","0.09","0.0000","anthropic_task_usage","0.55","anthropic_normalized|release_2026_01_15|task_count=29|work_share=0.00|autonomy_mean=3.07|success_share=0.90|time_ratio=12.28"
"occ_11_9141_00","stub_11_9141_00_client_interaction","cluster_client_interaction","src_internal_stub_2026_03","0.51","0.64","0.21","0.18","generated_task_proxy","0.41","launch_stub_generated"
"occ_11_9141_00","stub_11_9141_00_coordination","cluster_coordination","src_internal_stub_2026_03","0.55","0.66","0.25","0.32","generated_task_proxy","0.48","launch_stub_generated"
