"occupation_id","onet_task_id","task_cluster_id","membership_weight","mapping_method","mapping_confidence","notes"
"occ_13_1111_00","stub_13_1111_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_13_1111_00","stub_13_1111_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.43","launch_stub_generated"
"occ_13_1111_00","stub_13_1111_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.50","launch_stub_generated"
"occ_13_1111_00","stub_13_1111_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_13_1111_00","stub_13_1111_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_13_1151_00","stub_13_1151_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_13_1151_00","stub_13_1151_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_13_1151_00","stub_13_1151_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_13_1151_00","stub_13_1151_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_13_1151_00","stub_13_1151_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.37","launch_stub_generated"
"occ_13_1151_00","stub_13_1151_00_relationship_management","cluster_relationship_management","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_13_1151_00","stub_13_1151_00_workflow_admin","cluster_workflow_admin","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.43","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.41","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_13_1161_00","stub_13_1161_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_13_1199_00","stub_13_1199_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_13_1199_00","stub_13_1199_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_13_1199_00","stub_13_1199_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.43","launch_stub_generated"
"occ_13_1199_00","stub_13_1199_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.50","launch_stub_generated"
"occ_13_1199_00","stub_13_1199_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_13_1199_00","stub_13_1199_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_13_2011_00","stub_13_2011_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.49","launch_stub_generated"
"occ_13_2011_00","stub_13_2011_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_13_2011_00","stub_13_2011_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_13_2011_00","stub_13_2011_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.41","launch_stub_generated"
"occ_13_2011_00","stub_13_2011_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_13_2011_00","stub_13_2011_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_13_2051_00","stub_13_2051_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.49","launch_stub_generated"
"occ_13_2051_00","stub_13_2051_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_13_2051_00","stub_13_2051_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_13_2051_00","stub_13_2051_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.41","launch_stub_generated"
"occ_13_2051_00","stub_13_2051_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_13_2051_00","stub_13_2051_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_13_2052_00","stub_13_2052_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.49","launch_stub_generated"
"occ_13_2052_00","stub_13_2052_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_13_2052_00","stub_13_2052_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_13_2052_00","stub_13_2052_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.41","launch_stub_generated"
"occ_13_2052_00","stub_13_2052_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_13_2052_00","stub_13_2052_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_13_2072_00","stub_13_2072_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.49","launch_stub_generated"
"occ_13_2072_00","stub_13_2072_00_client_interaction","cluster_client_interaction","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_13_2072_00","stub_13_2072_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_13_2072_00","stub_13_2072_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.41","launch_stub_generated"
"occ_13_2072_00","stub_13_2072_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_13_2072_00","stub_13_2072_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_15_1211_00","stub_15_1211_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_15_1211_00","stub_15_1211_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_15_1211_00","stub_15_1211_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.43","launch_stub_generated"
"occ_15_1211_00","stub_15_1211_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_15_1211_00","stub_15_1211_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_15_1211_00","stub_15_1211_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_15_1212_00","stub_15_1212_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_15_1212_00","stub_15_1212_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_15_1212_00","stub_15_1212_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.43","launch_stub_generated"
"occ_15_1212_00","stub_15_1212_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_15_1212_00","stub_15_1212_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_15_1212_00","stub_15_1212_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_15_1232_00","stub_15_1232_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_15_1232_00","stub_15_1232_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_15_1232_00","stub_15_1232_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.43","launch_stub_generated"
"occ_15_1232_00","stub_15_1232_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_15_1232_00","stub_15_1232_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_15_1232_00","stub_15_1232_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_15_1241_00","stub_15_1241_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_15_1241_00","stub_15_1241_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_15_1241_00","stub_15_1241_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.43","launch_stub_generated"
"occ_15_1241_00","stub_15_1241_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_15_1241_00","stub_15_1241_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_15_1241_00","stub_15_1241_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_15_1244_00","stub_15_1244_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_15_1244_00","stub_15_1244_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_15_1244_00","stub_15_1244_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.43","launch_stub_generated"
"occ_15_1244_00","stub_15_1244_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_15_1244_00","stub_15_1244_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_15_1244_00","stub_15_1244_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_15_1252_00","stub_15_1252_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_15_1252_00","stub_15_1252_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_15_1252_00","stub_15_1252_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.43","launch_stub_generated"
"occ_15_1252_00","stub_15_1252_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_15_1252_00","stub_15_1252_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_15_1252_00","stub_15_1252_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_15_1253_00","stub_15_1253_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_15_1253_00","stub_15_1253_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_15_1253_00","stub_15_1253_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.43","launch_stub_generated"
"occ_15_1253_00","stub_15_1253_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_15_1253_00","stub_15_1253_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.39","launch_stub_generated"
"occ_15_1253_00","stub_15_1253_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_15_2031_00","stub_15_2031_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.50","launch_stub_generated"
"occ_15_2031_00","stub_15_2031_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.41","launch_stub_generated"
"occ_15_2031_00","stub_15_2031_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_15_2031_00","stub_15_2031_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_15_2031_00","stub_15_2031_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_15_2031_00","stub_15_2031_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_15_2051_00","stub_15_2051_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.50","launch_stub_generated"
"occ_15_2051_00","stub_15_2051_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.41","launch_stub_generated"
"occ_15_2051_00","stub_15_2051_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_15_2051_00","stub_15_2051_00_drafting","cluster_drafting","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_15_2051_00","stub_15_2051_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.44","launch_stub_generated"
"occ_15_2051_00","stub_15_2051_00_research_synthesis","cluster_research_synthesis","1.00","generated_cluster_proxy","0.46","launch_stub_generated"
"occ_17_2051_00","stub_17_2051_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_17_2051_00","stub_17_2051_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
"occ_17_2051_00","stub_17_2051_00_decision_support","cluster_decision_support","1.00","generated_cluster_proxy","0.45","launch_stub_generated"
"occ_17_2051_00","stub_17_2051_00_documentation","cluster_documentation","1.00","generated_cluster_proxy","0.42","launch_stub_generated"
"occ_17_2051_00","stub_17_2051_00_execution_routine","cluster_execution_routine","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_17_2051_00","stub_17_2051_00_oversight_strategy","cluster_oversight_strategy","1.00","generated_cluster_proxy","0.38","launch_stub_generated"
"occ_17_2051_00","stub_17_2051_00_qa_review","cluster_qa_review","1.00","generated_cluster_proxy","0.47","launch_stub_generated"
"occ_17_2071_00","stub_17_2071_00_analysis","cluster_analysis","1.00","generated_cluster_proxy","0.48","launch_stub_generated"
"occ_17_2071_00","stub_17_2071_00_coordination","cluster_coordination","1.00","generated_cluster_proxy","0.40","launch_stub_generated"
