"occupation_id","from_task_id","to_task_id","dependency_type","dependency_strength","edge_source","edge_confidence","notes"
"occ_11_1021_00","task_occ_11_1021_00_945","task_occ_11_1021_00_948","feeds","0.1182","src_v2_role_graph_seed_2026_03","0.5165","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_945","task_occ_11_1021_00_jd_gm_01","supports","0.0966","src_v2_role_graph_seed_2026_03","0.6279","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_945","task_occ_11_1021_00_jd_gm_04","feeds","0.1361","src_v2_role_graph_seed_2026_03","0.6074","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_945","task_occ_11_1021_00_jd_gm2_03","feeds","0.1669","src_v2_role_graph_seed_2026_03","0.5192","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_945","task_occ_11_1021_00_jd_gm2_04","supports","0.0758","src_v2_role_graph_seed_2026_03","0.5932","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_948","task_occ_11_1021_00_20700","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6159","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_948","task_occ_11_1021_00_20706","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6362","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_948","task_occ_11_1021_00_944","supports","0.0737","src_v2_role_graph_seed_2026_03","0.5961","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_948","task_occ_11_1021_00_jd_gm2_04","supports","0.0758","src_v2_role_graph_seed_2026_03","0.7032","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_949","task_occ_11_1021_00_20699","feeds","0.1635","src_v2_role_graph_seed_2026_03","0.4260","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_949","task_occ_11_1021_00_933","supports","0.0977","src_v2_role_graph_seed_2026_03","0.5367","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_949","task_occ_11_1021_00_944","supports","0.0737","src_v2_role_graph_seed_2026_03","0.4841","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_949","task_occ_11_1021_00_948","feeds","0.1182","src_v2_role_graph_seed_2026_03","0.5144","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_949","task_occ_11_1021_00_jd_gm_01","supports","0.0966","src_v2_role_graph_seed_2026_03","0.6258","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_949","task_occ_11_1021_00_jd_gm_04","feeds","0.1361","src_v2_role_graph_seed_2026_03","0.6053","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_949","task_occ_11_1021_00_jd_gm2_03","feeds","0.1669","src_v2_role_graph_seed_2026_03","0.5171","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_949","task_occ_11_1021_00_jd_gm2_04","supports","0.0758","src_v2_role_graph_seed_2026_03","0.5912","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_01","task_occ_11_1021_00_20700","supports","0.1193","src_v2_role_graph_seed_2026_03","0.7273","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_01","task_occ_11_1021_00_20706","supports","0.1193","src_v2_role_graph_seed_2026_03","0.7476","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_01","task_occ_11_1021_00_944","enables","0.1105","src_v2_role_graph_seed_2026_03","0.7075","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_01","task_occ_11_1021_00_jd_gm_02","feeds","0.6000","src_manual_role_graph_review_2026_03","0.8400","reviewed_job_posting_dependency"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_01","task_occ_11_1021_00_jd_gm2_04","enables","0.1136","src_v2_role_graph_seed_2026_03","0.8146","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_02","task_occ_11_1021_00_jd_gm_03","supports","0.5600","src_manual_role_graph_review_2026_03","0.8200","reviewed_job_posting_dependency"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_03","task_occ_11_1021_00_933","supports","0.1172","src_v2_role_graph_seed_2026_03","0.7035","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_03","task_occ_11_1021_00_944","enables","0.0737","src_v2_role_graph_seed_2026_03","0.6508","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_03","task_occ_11_1021_00_jd_gm_01","supports","0.1160","src_v2_role_graph_seed_2026_03","0.7925","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_03","task_occ_11_1021_00_jd_gm_04","feeds","0.5800","src_manual_role_graph_review_2026_03","0.8400","reviewed_job_posting_dependency"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_03","task_occ_11_1021_00_jd_gm2_04","enables","0.0758","src_v2_role_graph_seed_2026_03","0.7579","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_04","task_occ_11_1021_00_20700","supports","0.1193","src_v2_role_graph_seed_2026_03","0.7068","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_04","task_occ_11_1021_00_20706","supports","0.1193","src_v2_role_graph_seed_2026_03","0.7271","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_04","task_occ_11_1021_00_944","supports","0.0737","src_v2_role_graph_seed_2026_03","0.6870","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm_04","task_occ_11_1021_00_jd_gm2_04","supports","0.0758","src_v2_role_graph_seed_2026_03","0.7941","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_01","task_occ_11_1021_00_20699","feeds","0.0908","src_v2_role_graph_seed_2026_03","0.6164","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_01","task_occ_11_1021_00_948","feeds","0.1013","src_v2_role_graph_seed_2026_03","0.7048","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_01","task_occ_11_1021_00_jd_gm_04","feeds","0.1166","src_v2_role_graph_seed_2026_03","0.7957","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_01","task_occ_11_1021_00_jd_gm2_03","feeds","0.0927","src_v2_role_graph_seed_2026_03","0.7075","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_02","task_occ_11_1021_00_20699","supports","0.0727","src_v2_role_graph_seed_2026_03","0.6164","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_02","task_occ_11_1021_00_933","supports","0.0586","src_v2_role_graph_seed_2026_03","0.7271","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_02","task_occ_11_1021_00_jd_gm_01","supports","0.0580","src_v2_role_graph_seed_2026_03","0.8162","seeded_from_cluster_dependency_proxy"
"occ_11_1021_00","task_occ_11_1021_00_jd_gm2_02","task_occ_11_1021_00_jd_gm2_03","supports","0.0742","src_v2_role_graph_seed_2026_03","0.7075","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_19505","task_occ_11_2021_00_20709","supports","0.1193","src_v2_role_graph_seed_2026_03","0.5388","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_19505","task_occ_11_2021_00_950","supports","0.0739","src_v2_role_graph_seed_2026_03","0.6085","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_19505","task_occ_11_2021_00_954","supports","0.1193","src_v2_role_graph_seed_2026_03","0.5448","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_19505","task_occ_11_2021_00_962","supports","0.0669","src_v2_role_graph_seed_2026_03","0.5743","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_20709","task_occ_11_2021_00_19505","reviews","0.0850","src_v2_role_graph_seed_2026_03","0.5388","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_20709","task_occ_11_2021_00_958","reviews","0.0921","src_v2_role_graph_seed_2026_03","0.5648","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_20709","task_occ_11_2021_00_961","enables","0.0896","src_v2_role_graph_seed_2026_03","0.5304","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_20709","task_occ_11_2021_00_jd_mmgr_02","enables","0.0962","src_v2_role_graph_seed_2026_03","0.6195","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_950","task_occ_11_2021_00_19505","feeds","0.0680","src_v2_role_graph_seed_2026_03","0.6085","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_950","task_occ_11_2021_00_958","feeds","0.0737","src_v2_role_graph_seed_2026_03","0.6346","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_950","task_occ_11_2021_00_960","enables","0.0902","src_v2_role_graph_seed_2026_03","0.5966","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_951","task_occ_11_2021_00_19505","feeds","0.1189","src_v2_role_graph_seed_2026_03","0.5226","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_951","task_occ_11_2021_00_950","supports","0.0739","src_v2_role_graph_seed_2026_03","0.5315","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_951","task_occ_11_2021_00_958","feeds","0.1289","src_v2_role_graph_seed_2026_03","0.5486","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_951","task_occ_11_2021_00_961","supports","0.0896","src_v2_role_graph_seed_2026_03","0.5142","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_951","task_occ_11_2021_00_962","supports","0.0669","src_v2_role_graph_seed_2026_03","0.4973","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_951","task_occ_11_2021_00_jd_mmgr_02","supports","0.0962","src_v2_role_graph_seed_2026_03","0.6033","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_952","task_occ_11_2021_00_19505","feeds","0.1019","src_v2_role_graph_seed_2026_03","0.6290","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_952","task_occ_11_2021_00_958","feeds","0.1105","src_v2_role_graph_seed_2026_03","0.6551","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_952","task_occ_11_2021_00_jd_mmgr_03","feeds","0.1145","src_v2_role_graph_seed_2026_03","0.6972","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_954","task_occ_11_2021_00_19505","reviews","0.0850","src_v2_role_graph_seed_2026_03","0.5448","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_954","task_occ_11_2021_00_958","reviews","0.0921","src_v2_role_graph_seed_2026_03","0.5709","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_954","task_occ_11_2021_00_961","enables","0.0896","src_v2_role_graph_seed_2026_03","0.5365","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_954","task_occ_11_2021_00_jd_mmgr_02","enables","0.0962","src_v2_role_graph_seed_2026_03","0.6256","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_957","task_occ_11_2021_00_19505","feeds","0.1019","src_v2_role_graph_seed_2026_03","0.6189","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_957","task_occ_11_2021_00_958","feeds","0.1105","src_v2_role_graph_seed_2026_03","0.6450","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_957","task_occ_11_2021_00_jd_mmgr_03","feeds","0.1145","src_v2_role_graph_seed_2026_03","0.6870","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_958","task_occ_11_2021_00_20709","supports","0.1193","src_v2_role_graph_seed_2026_03","0.5648","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_958","task_occ_11_2021_00_950","supports","0.0739","src_v2_role_graph_seed_2026_03","0.6346","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_958","task_occ_11_2021_00_954","supports","0.1193","src_v2_role_graph_seed_2026_03","0.5709","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_958","task_occ_11_2021_00_962","supports","0.0669","src_v2_role_graph_seed_2026_03","0.6004","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_961","task_occ_11_2021_00_20709","supports","0.1193","src_v2_role_graph_seed_2026_03","0.5304","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_961","task_occ_11_2021_00_950","enables","0.1109","src_v2_role_graph_seed_2026_03","0.6002","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_961","task_occ_11_2021_00_954","supports","0.1193","src_v2_role_graph_seed_2026_03","0.5365","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_961","task_occ_11_2021_00_960","enables","0.0902","src_v2_role_graph_seed_2026_03","0.5792","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_961","task_occ_11_2021_00_962","enables","0.1003","src_v2_role_graph_seed_2026_03","0.5660","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_962","task_occ_11_2021_00_19505","feeds","0.0680","src_v2_role_graph_seed_2026_03","0.5743","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_962","task_occ_11_2021_00_958","feeds","0.0737","src_v2_role_graph_seed_2026_03","0.6004","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_962","task_occ_11_2021_00_960","enables","0.0902","src_v2_role_graph_seed_2026_03","0.5624","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_02","task_occ_11_2021_00_20709","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6195","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_02","task_occ_11_2021_00_950","enables","0.1109","src_v2_role_graph_seed_2026_03","0.6893","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_02","task_occ_11_2021_00_954","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6256","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_02","task_occ_11_2021_00_960","enables","0.0902","src_v2_role_graph_seed_2026_03","0.6683","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_02","task_occ_11_2021_00_962","enables","0.1003","src_v2_role_graph_seed_2026_03","0.6551","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_03","task_occ_11_2021_00_19505","feeds","0.1019","src_v2_role_graph_seed_2026_03","0.6677","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_03","task_occ_11_2021_00_958","feeds","0.1105","src_v2_role_graph_seed_2026_03","0.6938","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_04","task_occ_11_2021_00_19505","feeds","0.1189","src_v2_role_graph_seed_2026_03","0.6157","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_04","task_occ_11_2021_00_950","supports","0.0739","src_v2_role_graph_seed_2026_03","0.6247","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_04","task_occ_11_2021_00_958","feeds","0.1289","src_v2_role_graph_seed_2026_03","0.6418","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_04","task_occ_11_2021_00_961","supports","0.0896","src_v2_role_graph_seed_2026_03","0.6074","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_04","task_occ_11_2021_00_962","supports","0.0669","src_v2_role_graph_seed_2026_03","0.5905","seeded_from_cluster_dependency_proxy"
"occ_11_2021_00","task_occ_11_2021_00_jd_mmgr_04","task_occ_11_2021_00_jd_mmgr_02","supports","0.0962","src_v2_role_graph_seed_2026_03","0.6965","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_1","task_occ_11_2022_00_12","enables","0.0917","src_v2_role_graph_seed_2026_03","0.5822","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_1","task_occ_11_2022_00_jd_sm_03","feeds","0.0776","src_v2_role_graph_seed_2026_03","0.6956","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_11","task_occ_11_2022_00_1","supports","0.0795","src_v2_role_graph_seed_2026_03","0.6024","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_11","task_occ_11_2022_00_13","supports","0.0782","src_v2_role_graph_seed_2026_03","0.6126","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_11","task_occ_11_2022_00_3","supports","0.0924","src_v2_role_graph_seed_2026_03","0.5756","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_11","task_occ_11_2022_00_jd_sm_03","feeds","0.1358","src_v2_role_graph_seed_2026_03","0.6427","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_11","task_occ_11_2022_00_jd_sm_04","supports","0.0948","src_v2_role_graph_seed_2026_03","0.6647","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_11","task_occ_11_2022_00_jd_sm2_01","feeds","0.1648","src_v2_role_graph_seed_2026_03","0.6427","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_13","task_occ_11_2022_00_12","enables","0.0917","src_v2_role_graph_seed_2026_03","0.5923","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_13","task_occ_11_2022_00_jd_sm_03","feeds","0.0776","src_v2_role_graph_seed_2026_03","0.7057","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_14","task_occ_11_2022_00_3","enables","0.0924","src_v2_role_graph_seed_2026_03","0.5979","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_14","task_occ_11_2022_00_jd_sm_03","reviews","0.0970","src_v2_role_graph_seed_2026_03","0.6650","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_14","task_occ_11_2022_00_jd_sm_04","enables","0.0948","src_v2_role_graph_seed_2026_03","0.6870","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_17","task_occ_11_2022_00_5","feeds","0.0525","src_v2_role_graph_seed_2026_03","0.5714","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_17","task_occ_11_2022_00_jd_sm_03","feeds","0.1164","src_v2_role_graph_seed_2026_03","0.6227","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_17","task_occ_11_2022_00_jd_sm2_01","feeds","0.1464","src_v2_role_graph_seed_2026_03","0.6227","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_17","task_occ_11_2022_00_jd_sm2_04","feeds","0.0524","src_v2_role_graph_seed_2026_03","0.6463","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_3","task_occ_11_2022_00_1","enables","0.1193","src_v2_role_graph_seed_2026_03","0.6285","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_3","task_occ_11_2022_00_12","enables","0.0917","src_v2_role_graph_seed_2026_03","0.5554","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_3","task_occ_11_2022_00_13","enables","0.1173","src_v2_role_graph_seed_2026_03","0.6387","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_3","task_occ_11_2022_00_14","supports","0.1193","src_v2_role_graph_seed_2026_03","0.5979","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_3","task_occ_11_2022_00_jd_sm_01","supports","0.1193","src_v2_role_graph_seed_2026_03","0.6688","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_5","task_occ_11_2022_00_3","supports","0.0554","src_v2_role_graph_seed_2026_03","0.6175","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_5","task_occ_11_2022_00_jd_sm_04","supports","0.0569","src_v2_role_graph_seed_2026_03","0.7066","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_5","task_occ_11_2022_00_jd_sm2_01","supports","0.0732","src_v2_role_graph_seed_2026_03","0.6845","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_9","task_occ_11_2022_00_1","supports","0.0795","src_v2_role_graph_seed_2026_03","0.5923","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_9","task_occ_11_2022_00_13","supports","0.0782","src_v2_role_graph_seed_2026_03","0.6024","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_9","task_occ_11_2022_00_3","supports","0.0924","src_v2_role_graph_seed_2026_03","0.5655","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_9","task_occ_11_2022_00_jd_sm_03","feeds","0.1358","src_v2_role_graph_seed_2026_03","0.6326","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_9","task_occ_11_2022_00_jd_sm_04","supports","0.0948","src_v2_role_graph_seed_2026_03","0.6546","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_9","task_occ_11_2022_00_jd_sm2_01","feeds","0.1648","src_v2_role_graph_seed_2026_03","0.6326","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm_01","task_occ_11_2022_00_3","enables","0.0924","src_v2_role_graph_seed_2026_03","0.6688","seeded_from_cluster_dependency_proxy"
"occ_11_2022_00","task_occ_11_2022_00_jd_sm_01","task_occ_11_2022_00_jd_sm_03","reviews","0.0970","src_v2_role_graph_seed_2026_03","0.7359","seeded_from_cluster_dependency_proxy"
